FlightDate,Origin,Dest,Reporting_Airline,y_true,y_prob
2025-04-21,ATL,STL,DL,0,0.504895042492135
2025-04-18,CAK,CLT,OH,0,0.23568034029693638
2025-04-15,MSP,SAN,DL,0,0.196902024969888
2025-04-06,ATL,DEN,F9,0,0.5337085713622649
2025-04-17,FLG,PHX,OO,1,0.5147112131127841
2025-04-13,DFW,MIA,AA,1,0.7077604936811895
2025-04-19,SEA,SAN,AS,0,0.6006961111570477
2025-04-05,SAN,LAX,OO,0,0.25933106359151
2025-04-17,BNA,AUS,WN,0,0.6387228776934502
2025-04-20,PHL,FLL,NK,0,0.5069701274355226
2025-04-18,ORD,FLL,NK,0,0.4832786711054934
2025-04-07,ORD,PDX,AS,0,0.20018599715560872
2025-04-11,DFW,JAN,OH,0,0.17145826667288322
2025-04-17,MSP,ORD,DL,0,0.5354300682514817
2025-04-25,OAK,LGB,WN,0,0.39666433977185794
2025-04-17,ATL,EYW,DL,0,0.7321725403200963
2025-04-02,BOS,IND,YX,1,0.24886948955728577
2025-04-23,SLC,ATL,DL,0,0.3330915713908388
2025-04-04,CVG,ORD,OO,1,0.6233382992457541
2025-04-04,BWI,PBI,WN,0,0.4137244480510668
2025-04-07,SJU,CLT,AA,1,0.9375545880133278
2025-04-05,MDW,GRR,WN,0,0.560419144251502
2025-04-11,SFO,SBA,OO,0,0.3211470383083917
2025-04-24,PHX,ELP,OO,0,0.4944226818100163
2025-04-13,ATL,PBI,DL,1,0.35742999568320083
2025-04-07,CMH,ATL,DL,1,0.374721726801452
2025-04-28,DAL,COS,WN,0,0.7409572224220875
2025-04-29,SLC,TUS,OO,0,0.3108499767862462
2025-04-25,SNA,STS,OO,1,0.30521332628687314
2025-04-28,SBA,LAX,OO,0,0.09295505203871904
2025-04-17,MCI,AUS,WN,0,0.289216765873209
2025-04-25,EYW,PHL,AA,1,0.5200016117890969
2025-04-06,DEN,CLT,AA,0,0.20813218535702083
2025-04-09,CLT,ATL,DL,0,0.5337220198618673
2025-04-21,MSP,MKE,DL,0,0.4517792316801881
2025-04-20,PIE,TYS,G4,0,0.47832057700934316
2025-04-28,MSP,SEA,AS,1,0.21344383622841107
2025-04-24,ORD,LEX,MQ,0,0.7052638252128007
2025-04-03,MIA,TLH,MQ,0,0.13687430710872428
2025-04-02,IND,LGA,YX,0,0.47129590245811853
2025-04-15,PHL,PWM,AA,0,0.36429118933960986
2025-04-07,DFW,ATL,AA,1,0.6951138530749744
2025-04-30,PHX,BOI,OO,1,0.3175261477567365
2025-04-10,IAH,LAX,UA,0,0.39142268639692446
2025-04-12,SIT,JNU,AS,0,0.6531240128404339
2025-04-27,DCA,ROC,OH,0,0.5407381320987952
2025-04-19,DCA,SAN,AS,1,0.42091194927485703
2025-04-13,SLC,PHX,DL,1,0.4658926749756131
2025-04-26,DTW,ATL,DL,0,0.4995666358108306
2025-04-01,ATL,IAD,DL,0,0.4161416189577258
2025-04-11,SFO,LAX,DL,1,0.8043443737511946
2025-04-12,DEN,EWR,UA,0,0.4642131563188773
2025-04-10,EWR,FLL,UA,0,0.639071833564575
2025-04-05,SFO,GEG,OO,0,0.6557813300205814
2025-04-09,OKC,SEA,AS,0,0.7814677498820375
2025-04-08,LGA,MDW,WN,0,0.40530191163822776
2025-04-26,SAN,SMF,WN,0,0.6186923620533799
2025-04-06,DAL,SRQ,WN,0,0.23285300994774524
2025-04-04,SNA,SEA,AS,0,0.5078036131555738
2025-04-25,LGA,SDF,YX,0,0.5373635616361304
2025-04-03,BNA,DEN,WN,1,0.7184906938704645
2025-04-27,DEN,MSN,F9,0,0.8436381283270518
2025-04-21,STL,FLL,WN,1,0.13091970889577398
2025-04-15,LGA,FLL,NK,0,0.39769730516306645
2025-04-26,MBS,ORD,OO,0,0.7518818560311905
2025-04-25,SNA,SEA,AS,1,0.4890531203738097
2025-04-14,ATL,MSY,NK,0,0.44627487330364524
2025-04-29,DCA,DAY,OH,0,0.13148258190852
2025-04-04,SLC,XNA,OO,1,0.46439852650681074
2025-04-05,HOU,MSY,WN,0,0.6187213842383982
2025-04-17,ICT,DEN,WN,0,0.15867696702150239
2025-04-14,SAT,OKC,WN,0,0.12312291658544883
2025-04-07,RNO,LAS,WN,0,0.4855172834454664
2025-04-22,CMH,DFW,MQ,0,0.4132901566606942
2025-04-03,PIE,SGF,G4,1,0.3218030455014154
2025-04-28,BNA,LAS,WN,0,0.3149394343166593
2025-04-20,IAD,DEN,UA,0,0.48535960773065706
2025-04-17,STL,BWI,WN,0,0.12444893242412086
2025-04-12,SAN,DEN,WN,0,0.42520968297613854
2025-04-21,SLC,SEA,AS,0,0.34230517514179354
2025-04-19,SLC,DFW,AA,1,0.5544675054391737
2025-04-01,STL,TUL,WN,0,0.3730018350104179
2025-04-16,SFO,MIA,UA,0,0.28113248422895903
