thr,val_cost
0.01,5475.0
0.014949494949494949,5156.0
0.0198989898989899,4809.0
0.02484848484848485,4488.0
0.029797979797979796,4195.0
0.03474747474747475,3953.0
0.039696969696969696,3706.0
0.04464646464646465,3508.0
0.049595959595959596,3332.0
0.05454545454545454,3215.0
0.059494949494949496,3072.0
0.06444444444444444,2935.0
0.06939393939393938,2813.0
0.07434343434343434,2704.0
0.07929292929292929,2587.0
0.08424242424242423,2491.0
0.08919191919191918,2419.0
0.09414141414141414,2347.0
0.09909090909090908,2267.0
0.10404040404040403,2211.0
0.10898989898989898,2162.0
0.11393939393939392,2102.0
0.11888888888888888,2053.0
0.12383838383838383,1998.0
0.12878787878787878,1960.0
0.13373737373737374,1921.0
0.1386868686868687,1882.0
0.14363636363636365,1846.0
0.1485858585858586,1802.0
0.15353535353535352,1761.0
0.15848484848484848,1735.0
0.16343434343434343,1685.0
0.16838383838383839,1659.0
0.17333333333333334,1633.0
0.1782828282828283,1606.0
0.18323232323232325,1594.0
0.18818181818181817,1580.0
0.19313131313131313,1551.0
0.19808080808080808,1531.0
0.20303030303030303,1502.0
0.207979797979798,1492.0
0.21292929292929294,1473.0
0.21787878787878787,1449.0
0.22282828282828282,1445.0
0.22777777777777777,1413.0
0.23272727272727273,1398.0
0.23767676767676768,1382.0
0.24262626262626263,1358.0
0.24757575757575756,1346.0
0.2525252525252525,1333.0
0.25747474747474747,1320.0
0.26242424242424245,1304.0
0.2673737373737374,1297.0
0.2723232323232323,1276.0
0.2772727272727273,1273.0
0.2822222222222222,1256.0
0.2871717171717172,1256.0
0.2921212121212121,1242.0
0.29707070707070704,1255.0
0.302020202020202,1250.0
0.30696969696969695,1243.0
0.31191919191919193,1232.0
0.31686868686868686,1225.0
0.32181818181818184,1211.0
0.32676767676767676,1216.0
0.3317171717171717,1207.0
0.33666666666666667,1199.0
0.3416161616161616,1191.0
0.3465656565656566,1183.0
0.3515151515151515,1175.0
0.3564646464646465,1174.0
0.3614141414141414,1167.0
0.36636363636363634,1164.0
0.3713131313131313,1163.0
0.37626262626262624,1163.0
0.3812121212121212,1156.0
0.38616161616161615,1149.0
0.3911111111111111,1148.0
0.39606060606060606,1139.0
0.401010101010101,1132.0
0.40595959595959596,1134.0
0.4109090909090909,1129.0
0.41585858585858587,1117.0
0.4208080808080808,1108.0
0.4257575757575757,1104.0
0.4307070707070707,1104.0
0.43565656565656563,1093.0
0.4406060606060606,1092.0
0.44555555555555554,1092.0
0.4505050505050505,1092.0
0.45545454545454545,1093.0
0.46040404040404037,1104.0
0.46535353535353535,1104.0
0.4703030303030303,1097.0
0.47525252525252526,1087.0
0.4802020202020202,1082.0
0.4851515151515151,1086.0
0.4901010101010101,1076.0
0.495050505050505,1088.0
0.5,1094.0
0.5049494949494949,1090.0
0.5098989898989899,1085.0
0.5148484848484849,1079.0
0.5197979797979798,1084.0
0.5247474747474747,1089.0
0.5296969696969697,1097.0
0.5346464646464646,1093.0
0.5395959595959596,1093.0
0.5445454545454546,1092.0
0.5494949494949495,1099.0
0.5544444444444444,1098.0
0.5593939393939393,1095.0
0.5643434343434344,1094.0
0.5692929292929293,1112.0
0.5742424242424242,1119.0
0.5791919191919191,1119.0
0.5841414141414141,1124.0
0.5890909090909091,1127.0
0.594040404040404,1129.0
0.598989898989899,1127.0
0.6039393939393939,1134.0
0.6088888888888889,1134.0
0.6138383838383838,1129.0
0.6187878787878788,1126.0
0.6237373737373737,1128.0
0.6286868686868686,1141.0
0.6336363636363637,1143.0
0.6385858585858586,1147.0
0.6435353535353535,1163.0
0.6484848484848484,1167.0
0.6534343434343434,1163.0
0.6583838383838384,1162.0
0.6633333333333333,1161.0
0.6682828282828283,1164.0
0.6732323232323232,1175.0
0.6781818181818181,1174.0
0.6831313131313131,1174.0
0.6880808080808081,1183.0
0.693030303030303,1195.0
0.6979797979797979,1197.0
0.702929292929293,1203.0
0.7078787878787879,1215.0
0.7128282828282828,1231.0
0.7177777777777777,1232.0
0.7227272727272727,1245.0
0.7276767676767677,1253.0
0.7326262626262626,1279.0
0.7375757575757576,1300.0
0.7425252525252525,1313.0
0.7474747474747474,1320.0
0.7524242424242424,1336.0
0.7573737373737374,1363.0
0.7623232323232323,1385.0
0.7672727272727272,1404.0
0.7722222222222221,1412.0
0.7771717171717172,1436.0
0.7821212121212121,1448.0
0.787070707070707,1487.0
0.792020202020202,1500.0
0.796969696969697,1527.0
0.8019191919191919,1541.0
0.8068686868686868,1546.0
0.8118181818181818,1558.0
0.8167676767676767,1574.0
0.8217171717171717,1589.0
0.8266666666666667,1600.0
0.8316161616161616,1619.0
0.8365656565656565,1631.0
0.8415151515151514,1657.0
0.8464646464646465,1663.0
0.8514141414141414,1683.0
0.8563636363636363,1709.0
0.8613131313131313,1727.0
0.8662626262626262,1753.0
0.8712121212121212,1764.0
0.8761616161616161,1780.0
0.8811111111111111,1788.0
0.886060606060606,1814.0
0.891010101010101,1837.0
0.895959595959596,1856.0
0.9009090909090909,1862.0
0.9058585858585858,1901.0
0.9108080808080807,1918.0
0.9157575757575758,1966.0
0.9207070707070707,2027.0
0.9256565656565656,2069.0
0.9306060606060605,2114.0
0.9355555555555555,2164.0
0.9405050505050505,2236.0
0.9454545454545454,2292.0
0.9504040404040404,2339.0
0.9553535353535353,2412.0
0.9603030303030302,2487.0
0.9652525252525253,2611.0
0.9702020202020202,2741.0
0.9751515151515151,2862.0
0.98010101010101,2985.0
0.9850505050505051,3127.0
0.99,3369.0
