cluster,routes,avg_support,med_ontime,med_arr_delay,med_distance
2,213,75.75117370892019,0.8380952380952381,-8.0,591.0
0,131,74.0381679389313,0.7454545454545455,-3.0,679.0
1,58,68.65517241379311,0.8161452810180276,-9.0,1670.5
