y_true,y_prob
0,0.19465397050451916
1,0.19371652708689457
0,0.20299030055076941
1,0.23454727364865988
1,0.18458354855012513
0,0.17708055593883631
0,0.18650837886620591
0,0.17044757900864155
0,0.1633351596407262
0,0.16523396331626022
0,0.25282183324287083
1,0.19628682585264348
1,0.16712682780971408
0,0.16364670912667148
0,0.22138980624361276
0,0.2170249592611563
1,0.16129636503847672
0,0.16208963104760057
0,0.24525270363991428
0,0.20121905920333888
0,0.20654690879725998
0,0.15480491096509244
0,0.1648684398763658
1,0.19640177842285506
0,0.20940864394769118
0,0.21808985228336783
1,0.17410190324523994
1,0.20658218551344565
0,0.1655113219680038
0,0.1715290743961356
0,0.1607128372789616
1,0.2000307963115779
1,0.20750289359452984
0,0.2543034281209352
0,0.24173552272716667
0,0.20005445929354904
0,0.18447991177303372
0,0.19554747293030889
0,0.21010946621325238
0,0.2274959254866377
0,0.19340232066714455
0,0.17531179762019083
0,0.14900119320740424
0,0.19428169825259314
0,0.1735025795049645
1,0.21754848769589827
0,0.21581373263993925
0,0.22385481463262888
1,0.2018897233170517
0,0.19739067623106157
1,0.18136998669024107
0,0.16734719484784155
1,0.2069512417011878
1,0.15629273115509298
1,0.1996722764954555
0,0.2229095855781568
0,0.1517611636792845
0,0.2531938799251096
0,0.15707204825708654
0,0.22095564767915693
0,0.18300338693496288
0,0.20272854260426842
0,0.2012649628819022
0,0.17241678840693303
0,0.1975765171822517
0,0.18971415990702872
1,0.26513871914321485
0,0.19724538073614092
0,0.17835667007768563
0,0.19027582863836529
0,0.2190641582533363
0,0.1923067564431125
0,0.2230918027848836
0,0.2263874666180445
0,0.1976732831170075
0,0.17505923436327744
0,0.25704281255965156
0,0.21512271408048028
1,0.19469605639200674
1,0.16187598289045038
0,0.21158117983762537
0,0.17418411552889676
0,0.1695131573964803
0,0.21342375599269794
0,0.1732675405386697
1,0.19498683437784403
0,0.19015195406122215
0,0.20239507911910562
0,0.1844329937492122
0,0.1645203783040198
0,0.20684001061478083
0,0.18257540212286888
0,0.21063562176745484
1,0.1781432149048405
0,0.261179350579836
1,0.19382606372771904
0,0.23190493929716124
0,0.17914479441727071
0,0.18227231080654457
0,0.1659734788118556
0,0.18600216016047136
0,0.16160701780768483
1,0.22257709356268476
0,0.1722642739488722
0,0.2094693192837922
0,0.16041680227110058
0,0.20103860514888178
0,0.22309713255226288
0,0.14032756280993158
0,0.2389040581413189
1,0.18478953918101573
1,0.1967887318404191
0,0.2122860199549088
1,0.16466596622452884
0,0.18215753083236697
0,0.1867848751390978
0,0.21053229955998845
0,0.19660516464245098
0,0.172576550774062
0,0.26808778475096656
0,0.18149277386259027
0,0.1527304071421868
0,0.22002253194363733
0,0.21362144234889005
0,0.2160017061579237
0,0.2098611101863466
0,0.16961560123163325
1,0.21229480469882586
0,0.22203817273774884
0,0.2014319734014211
1,0.1895368465257863
1,0.18564499393708306
0,0.19037601546341756
0,0.217596408587808
0,0.23640908609992736
0,0.16368628456320233
1,0.16626192231576878
0,0.18775285120107757
0,0.2177767175014676
1,0.19432887534538795
0,0.1859868061653763
0,0.24312173479211965
1,0.1813135927606823
1,0.20278010347419195
0,0.23145683396307537
0,0.21319369873276142
0,0.16723224275856766
0,0.2007559262636208
0,0.1660651731436839
0,0.21028252070335882
0,0.18047790330311633
0,0.1987823954731825
0,0.18065436150988623
1,0.19638555859580378
0,0.16888992144075193
0,0.17789481538713406
0,0.214535459663456
0,0.1627481181651311
0,0.19943468375643503
0,0.2013050182459155
0,0.20290708850111072
0,0.18721582751342225
0,0.160460340870219
0,0.16677136718011276
0,0.1739660113256203
0,0.23002975879315118
0,0.177282912569539
0,0.24554648977932
1,0.23375526625920143
1,0.23243812631635608
0,0.20438199894694636
0,0.20335822438034706
0,0.16026717712233604
0,0.21203369382766324
0,0.16705358157244585
1,0.18801491660955283
1,0.2019235066111331
0,0.22681332756540376
0,0.19247857313064112
0,0.1917911435481213
0,0.2659792467243699
0,0.20269808874302978
0,0.17127167800115095
0,0.20807676087083166
1,0.1933111726912847
0,0.18909511046579608
1,0.22511919601825103
0,0.18701562649418865
0,0.25140654398017487
1,0.17849748007204985
0,0.19469995564557296
1,0.19451921321246357
0,0.19246912846870054
0,0.19105750940847685
1,0.23282365032107175
0,0.18973749806973245
0,0.17712592752471196
0,0.23686986263644744
1,0.18565158940344004
0,0.22526111479949706
0,0.1818492680421013
0,0.2260424953181489
0,0.18259852692565084
0,0.18623607836626374
0,0.14939155636948995
1,0.16790276478327387
1,0.22720413056773242
0,0.16751182069573936
0,0.19257887763679227
0,0.21224291560122666
1,0.2008744736985639
0,0.23054363839949651
0,0.16641201252663412
1,0.23014414148499182
0,0.15777531085844254
1,0.17090949728263125
0,0.16501410386644746
1,0.17371163730916622
1,0.17319299590998644
0,0.19474479456041605
0,0.19417747312850522
0,0.23231819194868275
0,0.231726001726636
0,0.20506331435640968
0,0.20687619749521405
0,0.2354244805422595
0,0.18980384867523867
0,0.24838586686703154
1,0.17732044208429754
0,0.18467383339542684
0,0.19407335293002434
0,0.21889838679358678
0,0.21878615838330537
0,0.20729560299876923
1,0.2156684875178016
0,0.1886027580610502
1,0.2116665884346478
0,0.16903473227741103
0,0.2198860917316827
0,0.20422523939176526
0,0.1940385585815083
0,0.16800134225837998
0,0.19957992490156434
0,0.16235370537394214
1,0.2376231641630313
0,0.19568925135183943
0,0.19279870003935748
0,0.1401378729572492
0,0.18762282587002108
1,0.2024031631546133
0,0.22523674661307239
1,0.21249413790962918
0,0.15233690806871314
0,0.20797612556838668
1,0.18201092412450084
1,0.20420335951976581
0,0.21120208518627703
0,0.17099933486998314
1,0.2026179449974113
0,0.18101655485871945
0,0.16997250462604296
0,0.19289163139762952
0,0.2273660780683992
1,0.20447099180266132
0,0.18768840101353101
0,0.20686641164586414
0,0.2006866506013905
0,0.19900997521222677
0,0.14185092820346726
1,0.2011724485579335
0,0.21763507009035615
0,0.19496690633951694
0,0.18560217651916316
0,0.19055317659948187
0,0.1586417257196156
0,0.18659177349387834
0,0.14401796961603722
0,0.1934126229268566
0,0.2554288069073834
0,0.18496510435083113
0,0.2100673279855556
0,0.19947146575634206
0,0.18396684297259408
0,0.18152084271198196
0,0.29151207123862866
0,0.1859942975726252
0,0.150058044577546
0,0.20873103511025895
0,0.19058465660758583
0,0.15073921812419772
0,0.17130138045289758
0,0.1897680521012567
0,0.16563572154236977
0,0.26084016608751365
0,0.2134679432237276
0,0.2090387691531502
0,0.18785220233273617
0,0.21048250277805491
0,0.1742770604023432
0,0.1836755418144194
0,0.18244145353953323
0,0.16666925878048264
0,0.1692860177201772
0,0.18143184524165334
0,0.1814309279025593
0,0.18187844793063357
0,0.18998016824064778
1,0.21079244631175575
1,0.1665609533334504
1,0.16688887814685627
1,0.20764267148994545
1,0.18041632996834728
0,0.20350430470612965
0,0.2577306243820565
0,0.21036547473832742
1,0.21151370448301243
0,0.19570806594335055
0,0.18859770072770857
0,0.22437874935526045
0,0.16960392825331133
1,0.21275268364069183
0,0.1569727789990424
1,0.18997250023178933
1,0.21933213398163237
1,0.1973903292764265
0,0.24725103183165492
0,0.21016856668999742
1,0.1382784808501863
0,0.19440460587588476
0,0.17767345400340573
0,0.17580498637197672
0,0.19450772316498482
0,0.20574387747412112
1,0.21426964661091888
0,0.20990889257196585
1,0.2186408621338876
0,0.16998989165311282
0,0.22577004514034865
1,0.15660578206713216
0,0.19651613882076108
0,0.15451740568454447
0,0.16647439302673891
0,0.19401921603832611
0,0.19536896522841057
0,0.15718341748314946
0,0.21693321922179495
0,0.18819219025823494
0,0.18034455454723114
1,0.22358245553125927
0,0.15728994643438457
0,0.19807851894443326
1,0.2000305476932868
0,0.23218919653091727
0,0.18579153021790507
0,0.19800877450401164
0,0.20564500104670894
0,0.16531145536847722
0,0.20663081882948503
0,0.2024789223765729
1,0.20675082813020557
0,0.2161353788952896
0,0.39736948693467466
1,0.16196714997908315
0,0.2044879859091948
0,0.16865452599355293
0,0.1935052525965981
0,0.2212162956339153
0,0.17037351690157926
1,0.1944324151519149
0,0.17767184126615357
1,0.23060330940182952
0,0.22565533653982514
1,0.17995492385779263
0,0.18410684945651762
0,0.20007634643384628
0,0.18493715606033548
0,0.19383031215684562
0,0.19954561645913804
0,0.213839086882905
0,0.15372172129010897
1,0.21742770441342668
0,0.17936838690626497
0,0.2613263644772275
0,0.15386670885746379
0,0.1976158555461641
1,0.18946169460915502
0,0.1838300767479908
1,0.20348177084540006
0,0.23904225555396916
0,0.2286295640096406
0,0.2169505845193371
0,0.21297726615200557
0,0.22315566158500993
0,0.16298457181468898
0,0.17463450546402676
0,0.20009655188852862
0,0.16969505171430851
0,0.16462199271619044
0,0.20372341901655217
1,0.2015513982673643
1,0.22546875647157982
0,0.21171717221625405
0,0.17243891828983507
0,0.21630616435043096
0,0.2009625444200795
0,0.19779747794928454
0,0.16496368351617124
0,0.1604914098398851
0,0.2038302175523539
0,0.18809258505269896
