FlightDate,Origin,Dest,Reporting_Airline,y_true,y_prob
2025-04-11,DFW,JAN,OH,0,0.06892064337546173
2025-04-17,MSP,ORD,DL,0,0.42880461853967616
2025-04-25,OAK,LGB,WN,0,0.5727210163463176
2025-04-17,ATL,EYW,DL,0,0.569740143008545
2025-04-02,BOS,IND,YX,1,0.049596167680334785
2025-04-23,SLC,ATL,DL,0,0.37828664430538783
2025-04-04,CVG,ORD,OO,1,0.691146972784447
2025-04-04,BWI,PBI,WN,0,0.33042382696909045
2025-04-07,SJU,CLT,AA,1,0.8847238453591516
2025-04-05,MDW,GRR,WN,0,0.8107154660867837
2025-04-11,SFO,SBA,OO,0,0.37485436207647294
2025-04-24,PHX,ELP,OO,0,0.691146972784447
2025-04-13,ATL,PBI,DL,1,0.3637495415173658
2025-04-07,CMH,ATL,DL,1,0.44813542705385045
2025-04-28,DAL,COS,WN,0,0.8194957226474553
2025-04-29,SLC,TUS,OO,0,0.14394514567713754
2025-04-25,SNA,STS,OO,1,0.400969515156217
2025-04-28,SBA,LAX,OO,0,0.0
2025-04-17,MCI,AUS,WN,0,0.23844677492254157
2025-04-25,EYW,PHL,AA,1,0.5959648921377293
2025-04-06,DEN,CLT,AA,0,0.1805898414865496
2025-04-09,CLT,ATL,DL,0,0.6398389163177297
2025-04-21,MSP,MKE,DL,0,0.37707821871406805
2025-04-20,PIE,TYS,G4,0,0.595802377317282
2025-04-28,MSP,SEA,AS,1,0.031629049859936156
2025-04-24,ORD,LEX,MQ,0,0.569740143008545
2025-04-03,MIA,TLH,MQ,0,0.0
2025-04-02,IND,LGA,YX,0,0.36204324388836917
2025-04-15,PHL,PWM,AA,0,0.5699956078301185
2025-04-07,DFW,ATL,AA,1,0.7302663010803391
2025-04-30,PHX,BOI,OO,1,0.36204324388836917
2025-04-10,IAH,LAX,UA,0,0.12864920455690015
2025-04-12,SIT,JNU,AS,0,0.8549123574326005
2025-04-27,DCA,ROC,OH,0,0.6350826730262459
2025-04-19,DCA,SAN,AS,1,0.6083300124693087
2025-04-13,SLC,PHX,DL,1,0.46887178864391627
2025-04-26,DTW,ATL,DL,0,0.5871487010110761
2025-04-01,ATL,IAD,DL,0,0.14394514567713754
2025-04-11,SFO,LAX,DL,1,0.579357201129885
2025-04-12,DEN,EWR,UA,0,0.35040051594603716
2025-04-10,EWR,FLL,UA,0,0.2673049213713063
2025-04-05,SFO,GEG,OO,0,0.6682854883692562
2025-04-09,OKC,SEA,AS,0,0.7275656272110574
2025-04-08,LGA,MDW,WN,0,0.4327950245573903
2025-04-26,SAN,SMF,WN,0,0.3813978740427476
2025-04-06,DAL,SRQ,WN,0,0.0
2025-04-04,SNA,SEA,AS,0,0.5959648921377293
2025-04-25,LGA,SDF,YX,0,0.691146972784447
2025-04-03,BNA,DEN,WN,1,0.7817348333203269
2025-04-27,DEN,MSN,F9,0,0.7545966531794674
2025-04-21,STL,FLL,WN,1,0.0
2025-04-15,LGA,FLL,NK,0,0.5334023843534959
2025-04-26,MBS,ORD,OO,0,0.6968550401004634
2025-04-25,SNA,SEA,AS,1,0.5959648921377293
2025-04-14,ATL,MSY,NK,0,0.47009571558796703
2025-04-29,DCA,DAY,OH,0,0.0
2025-04-04,SLC,XNA,OO,1,0.6083300124693087
2025-04-05,HOU,MSY,WN,0,0.8549123574326005
2025-04-17,ICT,DEN,WN,0,0.25067189756464164
2025-04-14,SAT,OKC,WN,0,0.0
2025-04-07,RNO,LAS,WN,0,0.6004113900927321
2025-04-22,CMH,DFW,MQ,0,0.25468971142082636
2025-04-03,PIE,SGF,G4,1,0.691146972784447
2025-04-28,BNA,LAS,WN,0,0.14394514567713754
2025-04-20,IAD,DEN,UA,0,0.4967196471846822
2025-04-17,STL,BWI,WN,0,0.0
2025-04-12,SAN,DEN,WN,0,0.48183485838508533
2025-04-21,SLC,SEA,AS,0,0.19493465496051965
2025-04-19,SLC,DFW,AA,1,0.5895575611288199
2025-04-01,STL,TUL,WN,0,0.5699956078301185
2025-04-16,SFO,MIA,UA,0,0.34089944227087304
2025-04-20,DAL,TUL,WN,0,0.4880740013356812
2025-04-22,ATL,MIA,AA,0,0.6114813135013393
2025-04-14,DEN,ATL,F9,0,0.6004113900927321
2025-04-29,ORD,BNA,MQ,0,0.3451075740095474
2025-04-03,FAT,PHX,OO,1,0.864815941658019
2025-04-01,BOS,CHS,DL,0,0.8531839562181309
2025-04-07,ATL,PHL,DL,1,0.7302663010803391
2025-04-13,IAH,LAX,UA,0,0.7610399893243173
2025-04-17,TPA,IND,F9,1,0.3831988054441685
2025-04-27,ORF,ATL,DL,0,0.2985548769485647
2025-04-07,SLC,PHL,DL,0,0.0
