FlightDate,Origin,Dest,Reporting_Airline,y_true,y_prob
2025-04-14,ORD,PHL,AA,0,0.08633598112725083
2025-04-28,OAK,DAL,WN,0,0.043333333333333335
2025-04-01,CLT,SJU,AA,0,0.19333333333333333
2025-04-15,PHX,LAX,WN,0,0.18333333333333332
2025-04-03,DCA,ORD,AA,0,0.07333333333333333
2025-04-05,MCO,ATL,WN,1,0.23633598112725082
2025-04-26,DFW,LAS,F9,0,0.5433333333333333
2025-04-21,MCO,SDF,NK,0,0.2184659526115672
2025-04-04,BNA,TPA,WN,0,0.05606498574215819
2025-04-09,TUS,ORD,OO,0,0.016666666666666666
2025-04-20,MSY,LAS,WN,0,0.6796693144605842
2025-04-16,SEA,DEN,UA,0,0.09333333333333334
2025-04-08,MSN,PHX,AA,0,0.08333333333333333
2025-04-18,SEA,EWR,AS,1,0.2160649857421582
2025-04-09,MAF,IAH,OO,0,0.17
2025-04-24,IAH,DEN,UA,1,0.4563359811272508
2025-04-11,LGA,OKC,OO,0,0.22623986628553788
2025-04-11,EWR,DTW,DL,1,0.2617720594678272
2025-04-09,IAH,LGA,DL,0,0.15300264779391748
2025-04-23,DTW,TVC,DL,0,0.23
2025-04-30,SFO,DEN,WN,0,0.481712289860037
2025-04-04,DFW,SBN,OO,1,0.30643867012443415
2025-04-23,MSY,TPA,WN,0,0.4666666666666667
2025-04-23,ATW,SFB,G4,0,0.023333333333333334
2025-04-12,DFW,ONT,AA,0,0.2589806374512122
2025-04-29,DFW,JFK,AA,1,0.22564730411787887
2025-04-25,MDW,MIA,WN,0,0.4909659143948762
2025-04-27,SLC,JAC,DL,0,0.13290653295220453
2025-04-01,OMA,IAH,UA,0,0.13333333333333333
2025-04-02,SFO,LAX,UA,0,0.2930026477939175
2025-04-07,PBI,PHL,F9,0,0.5133333333333333
2025-04-05,MCO,IND,F9,0,0.09898063745121223
2025-04-10,LAX,SMF,WN,1,0.18333333333333332
2025-04-25,CMH,RSW,WN,0,0.17666666666666667
2025-04-09,DEN,GTF,OO,0,0.15
2025-04-30,SLC,LAX,OO,0,0.19333333333333333
2025-04-13,LAS,SBP,OO,1,0.08666666666666667
2025-04-06,MEM,DEN,UA,1,0.0
2025-04-29,ATL,DCA,WN,0,0.03333333333333333
2025-04-22,BHM,DEN,WN,0,0.04867374619558026
2025-04-01,PHX,AUS,WN,0,0.4166666666666667
2025-04-16,MIA,STT,AA,0,0.23666666666666666
2025-04-06,TYR,DFW,OO,0,0.15666666666666668
2025-04-08,MIA,DCA,DL,0,0.2633333333333333
2025-04-27,SFO,SEA,AS,0,0.30333333333333334
2025-04-03,MCO,LGA,B6,0,0.38
2025-04-07,ATL,EWR,UA,1,0.23333333333333334
2025-04-30,HOU,BNA,WN,0,0.3453404128622469
2025-04-15,CLT,SAN,AA,0,0.2
2025-04-17,YAK,CDV,AS,0,0.25666666666666665
2025-04-04,RNO,LAS,WN,1,0.23867374619558027
2025-04-20,DCA,MSY,WN,1,0.20765438364679248
2025-04-24,DCA,BOS,AA,1,0.3027316524088248
2025-04-17,CMH,PHL,YX,0,0.26666666666666666
2025-04-13,FSD,DFW,MQ,0,0.05432105031345915
2025-04-20,DFW,CAE,AA,1,0.20879663815098304
2025-04-21,IAH,ORD,UA,1,0.15171228986003707
2025-04-04,LAX,PDX,OO,1,0.02
2025-04-17,MCO,ATL,NK,0,0.21873694799665988
2025-04-29,GNV,MIA,MQ,0,0.06333333333333334
2025-04-17,HOU,STL,WN,1,0.22333333333333333
2025-04-24,CAK,CLT,OH,0,0.07333333333333333
2025-04-03,JAN,ATL,DL,0,0.08666666666666667
2025-04-05,STL,RSW,WN,1,0.02
2025-04-11,DCA,TLH,OH,0,0.05333333333333334
2025-04-29,CMH,MCO,WN,0,0.18666666666666668
2025-04-06,MIA,JFK,AA,0,0.14
2025-04-17,IAD,SFO,UA,0,0.14666666666666667
2025-04-05,ORD,PHX,WN,1,0.21333333333333335
2025-04-11,AUS,LAX,UA,0,0.36333333333333334
2025-04-30,MCO,DTW,NK,0,0.20333333333333334
2025-04-28,PHX,ABQ,OO,0,0.03333333333333333
2025-04-22,IAD,DEN,UA,0,0.19898063745121222
2025-04-01,PHL,DTW,DL,0,0.16666666666666666
2025-04-11,SAT,DAL,WN,0,0.15333333333333332
2025-04-19,STL,TPA,WN,0,0.04666666666666667
2025-04-10,ORD,FLL,UA,0,0.07333333333333333
2025-04-05,TPA,ISP,F9,1,0.04666666666666667
2025-04-16,LGA,MYR,NK,1,0.19666666666666666
2025-04-06,MSP,GRB,OO,1,0.08
2025-04-22,MCO,SYR,B6,0,0.3160649857421582
2025-04-15,LGA,DCA,YX,0,0.24666666666666667
2025-04-14,LGA,MIA,AA,0,0.13
2025-04-08,PRC,LAX,OO,0,0.013333333333333334
2025-04-16,PHX,RNO,MQ,0,0.0884659526115672
2025-04-11,AUS,RNO,WN,0,0.22666666666666666
2025-04-11,MSP,BDL,DL,0,0.27633598112725083
2025-04-27,BUF,MCO,WN,0,0.1156473041178789
2025-04-04,DCA,CLT,AA,0,0.18
2025-04-26,PDX,LAS,AS,0,0.056666666666666664
2025-04-02,PSC,LAX,OO,0,0.006666666666666667
2025-04-21,AVL,ATL,DL,0,0.4627316524088248
2025-04-24,ELP,ATL,DL,0,0.21333333333333335
2025-04-28,BNA,ORD,F9,0,0.36171228986003706
2025-04-02,DEN,GCC,OO,0,0.10231397078454556
2025-04-16,PBI,HPN,B6,0,0.3011106089355286
2025-04-07,ORD,DFW,NK,0,0.28
2025-04-13,GTF,SLC,OO,0,0.08333333333333333
2025-04-18,PDX,ORD,UA,0,0.21333333333333335
2025-04-19,CLT,AGS,OH,0,0.2882529763461103
2025-04-18,COU,DFW,OO,0,0.4369475981354543
2025-04-03,DEN,ORF,UA,1,0.09564730411787889
2025-04-17,MIA,GSO,MQ,0,0.34200707952891357
2025-04-08,AUS,DEN,UA,0,0.07666666666666666
2025-04-06,SAN,SFO,UA,0,0.24
2025-04-15,IAD,SAT,UA,0,0.3933333333333333
2025-04-14,FSD,ORD,OO,0,0.06
2025-04-23,ORD,IAH,UA,1,0.17666666666666667
2025-04-20,BNA,SFO,UA,0,0.6054633048176497
2025-04-08,PHL,ATL,OH,0,0.3288415046771899
2025-04-28,SAN,DCA,AS,0,0.20606498574215817
2025-04-25,SFO,SEA,AS,0,0.27
2025-04-22,CLT,AUS,AA,0,0.2563359811272508
2025-04-25,ORD,EAU,OO,0,0.19231397078454557
2025-04-19,EWR,DTW,DL,0,0.15
2025-04-06,DRO,DEN,OO,0,0.14879663815098304
2025-04-29,SFO,LAX,UA,0,0.29966931446058415
2025-04-27,TPA,DFW,AA,0,0.04837895652670375
2025-04-07,RDU,CLT,AA,1,0.02
2025-04-09,DIK,DEN,OO,0,0.25
2025-04-14,LAS,MCI,WN,0,0.03
2025-04-02,DFW,EYW,AA,1,0.27993004297115226
2025-04-30,LGA,DEN,UA,0,0.14
2025-04-11,SAT,ELP,WN,0,0.023333333333333334
2025-04-01,PWM,EWR,UA,0,0.016666666666666666
2025-04-24,BOS,RSW,B6,0,0.17333333333333334
2025-04-14,PHX,DEN,UA,0,0.09
2025-04-19,IAH,CLE,UA,0,0.04273165240882486
2025-04-23,IAH,CLT,AA,1,0.1730026477939175
2025-04-03,MCO,PIT,WN,0,0.14333333333333334
2025-04-07,MSP,LGA,DL,0,0.41583885688327243
2025-04-07,SAN,SFO,WN,0,0.33666666666666667
2025-04-15,CMH,EWR,YX,0,0.043333333333333335
2025-04-11,ELP,PHX,MQ,0,0.35606498574215817
2025-04-25,CVG,FLL,DL,0,0.03
2025-04-24,LAX,MCO,DL,0,0.24333333333333335
2025-04-12,LAX,HNL,HA,0,0.25819495722647456
2025-04-15,ECP,DFW,AA,0,0.3233333333333333
2025-04-22,BNA,TUL,WN,0,0.17
2025-04-11,BNA,DCA,WN,1,0.18666666666666668
2025-04-21,DEN,LAS,WN,0,0.23977200345776747
2025-04-09,AUS,JFK,DL,0,0.43666666666666665
2025-04-08,KOA,SFO,UA,0,0.04
2025-04-25,MKE,BWI,WN,0,0.06666666666666667
2025-04-21,ATL,SAV,DL,0,0.18666666666666668
2025-04-10,TPA,BNA,WN,0,0.16333333333333333
2025-04-02,BTV,DCA,OH,0,0.39473873193773845
2025-04-11,IAH,OKC,OO,0,0.44666666666666666
2025-04-07,IND,IAD,YX,0,0.01
2025-04-23,TPA,SEA,DL,0,0.08
2025-04-15,LGA,CMH,YX,0,0.07666666666666666
2025-04-03,MDW,MIA,WN,1,0.4298713512159723
2025-04-11,LAS,SJC,WN,1,0.16666666666666666
2025-04-18,ATL,AUS,DL,0,0.19231397078454557
2025-04-21,DFW,CLT,AA,0,0.49977200345776746
2025-04-12,SFO,BOS,UA,0,0.11
2025-04-23,LGA,DCA,YX,0,0.21666666666666667
2025-04-09,MCO,JFK,B6,0,0.3593983190754915
2025-04-19,MSP,ORD,AA,0,0.22
2025-04-21,ORF,DEN,UA,0,0.01231397078454556
2025-04-09,CHS,EWR,UA,0,0.3
2025-04-10,SMF,LAX,OO,0,0.023333333333333334
2025-04-26,DCA,CHS,OH,0,0.15333333333333332
2025-04-04,ATL,SDF,DL,0,0.05333333333333334
2025-04-03,ATL,GSP,DL,0,0.1830026477939175
2025-04-18,SEA,TUS,AS,0,0.30666666666666664
2025-04-17,DTW,LAS,NK,1,0.2966666666666667
2025-04-16,MCO,BOS,B6,0,0.11333333333333333
2025-04-20,DFW,GSO,MQ,0,0.21
2025-04-06,ELP,DFW,AA,0,0.1860649857421582
2025-04-08,BNA,CMH,WN,0,0.21146860040548474
2025-04-12,OAK,SNA,WN,0,0.19
2025-04-29,MCO,IAD,UA,0,0.2620070795289136
2025-04-21,LIH,PHX,AA,0,0.03666666666666667
2025-04-06,PHX,OMA,WN,1,0.18240096686940901
2025-04-30,ATL,MCO,DL,0,0.07666666666666666
2025-04-14,PBI,ATL,DL,0,0.07333333333333333
2025-04-10,AUS,MSY,WN,1,0.44231397078454554
2025-04-12,SLC,SJC,DL,1,0.3560649857421582
2025-04-19,IAH,MCO,F9,1,0.2966666666666667
2025-04-26,EUG,SEA,AS,0,0.03
2025-04-09,MKE,DTW,OO,0,0.23333333333333334
2025-04-22,ORD,DTW,UA,0,0.04666666666666667
2025-04-09,BNA,AUS,WN,0,0.12
2025-04-09,PIA,DEN,OO,0,0.09333333333333334
2025-04-08,PIT,EWR,YX,0,0.013333333333333334
2025-04-19,STL,BNA,WN,0,0.05273165240882485
2025-04-25,BIL,SLC,OO,0,0.08333333333333333
2025-04-09,JAX,DFW,AA,0,0.15
2025-04-06,ATL,PHL,OH,0,0.14
2025-04-23,SJC,PHX,WN,0,0.05333333333333334
2025-04-14,CMH,ATL,DL,0,0.2966666666666667
2025-04-21,FLL,EWR,UA,0,0.13898063745121222
2025-04-30,SJU,FLL,B6,0,0.25606498574215814
2025-04-10,MCI,AUS,WN,1,0.5
2025-04-07,EWR,MCO,UA,0,0.33944131791835164
2025-04-18,DFW,ATL,AA,0,0.3317122898600371
2025-04-17,SJU,MCO,B6,0,0.17898063745121223
2025-04-15,BOI,PDX,OO,0,0.04666666666666667
2025-04-24,IAH,PHX,UA,0,0.07333333333333333
2025-04-01,FLL,MCO,WN,0,0.07
2025-04-08,SJU,MCO,WN,1,0.23333333333333334
2025-04-28,TUS,LAX,OO,0,0.03333333333333333
2025-04-08,STL,SFO,UA,0,0.37666666666666665
2025-04-30,DEN,RDU,UA,0,0.16606498574215817
2025-04-12,PNS,FLL,NK,0,0.013333333333333334
2025-04-30,PHX,MDW,WN,0,0.12333333333333334
2025-04-28,BOS,PHL,AA,0,0.1431053367911008
2025-04-12,CLT,SAV,OH,0,0.20939831907549153
2025-04-01,PDX,LAX,AS,0,0.23
2025-04-04,DEN,LAS,WN,1,0.44333333333333336
2025-04-25,IND,JAX,G4,0,0.15966931446058416
2025-04-13,MIA,MDW,WN,0,0.554053566575123
2025-04-07,PHL,LAX,AA,1,0.12666666666666668
2025-04-18,DFW,HOU,MQ,0,0.05
2025-04-06,SBA,DEN,UA,0,0.03807206527107178
2025-04-24,ORF,CLT,AA,1,0.10898063745121223
2025-04-23,SLC,EUG,OO,0,0.08666666666666667
2025-04-19,STT,MCO,NK,1,0.44190384262543064
2025-04-04,ORD,SBN,OO,0,0.25606498574215814
2025-04-26,ORD,MSP,UA,0,0.09333333333333334
2025-04-15,ATL,CLE,DL,0,0.16333333333333333
2025-04-20,DFW,RSW,AA,1,0.56
2025-04-16,LAS,DFW,AA,0,0.20666666666666667
2025-04-22,PHX,ATL,WN,0,0.09333333333333334
2025-04-30,CHS,IAD,YX,0,0.6066666666666667
2025-04-09,LAS,DEN,WN,1,0.2733333333333333
2025-04-30,MCI,HOU,WN,0,0.08401714188773313
2025-04-13,DCA,ROC,OH,1,0.13333333333333333
2025-04-14,ORD,MCI,MQ,0,0.09966931446058416
2025-04-10,DEN,BHM,WN,1,0.6106389229387437
2025-04-20,DTW,MDW,WN,0,0.22564730411787887
2025-04-12,LAX,MIA,AA,1,0.1560649857421582
2025-04-30,TPA,ISP,F9,0,0.05333333333333334
2025-04-21,MSY,DEN,UA,1,0.09666666666666666
2025-04-26,ORD,EWR,UA,1,0.07666666666666666
2025-04-30,PDX,GEG,OO,0,0.20879663815098304
2025-04-18,DEN,PSC,OO,1,0.05257662197935985
2025-04-20,LGA,MEM,YX,0,0.04666666666666667
2025-04-01,MIA,PHL,F9,1,0.25
2025-04-21,ORD,SFO,UA,0,0.39
2025-04-16,DEN,MSP,UA,0,0.3
2025-04-06,SAT,PHX,WN,0,0.2227316524088248
2025-04-15,SAT,DEN,WN,0,0.11
2025-04-21,JFK,MCO,DL,0,0.14077992339611275
2025-04-01,CLE,BNA,WN,0,0.4866666666666667
2025-04-03,LGA,DFW,DL,1,0.02666666666666667
2025-04-12,PSP,PHX,AA,0,0.17633598112725082
2025-04-06,SLC,PIH,OO,0,0.02666666666666667
2025-04-12,PAE,PHX,AS,0,0.006666666666666667
2025-04-12,ORD,DFW,AA,0,0.4066666666666667
2025-04-18,TPA,AUS,WN,0,0.15333333333333332
2025-04-03,CLT,SAN,AA,0,0.13606498574215817
2025-04-12,ONT,PDX,OO,0,0.07
2025-04-24,BZN,DEN,WN,0,0.17273165240882488
2025-04-15,IAH,LAS,UA,0,0.45666666666666667
2025-04-05,BWI,CLT,AA,0,0.07
2025-04-21,DFW,XNA,MQ,0,0.20666666666666667
2025-04-11,BNA,DCA,WN,0,0.07333333333333333
2025-04-03,HNL,KOA,HA,0,0.05163562966398629
2025-04-30,IAH,SAT,UA,1,0.19333333333333333
2025-04-14,ALB,MDW,WN,0,0.04
2025-04-09,OAK,SAN,WN,0,0.19939831907549152
2025-04-27,SFB,AVL,G4,0,0.43
2025-04-10,DEN,TUS,UA,0,0.22666666666666666
2025-04-07,DFW,LBB,MQ,0,0.35633598112725084
2025-04-02,SLC,LAS,DL,0,0.2966666666666667
2025-04-06,LAX,BOS,AA,0,0.25333333333333335
2025-04-09,ABQ,DAL,WN,0,0.006666666666666667
2025-04-23,SLC,OMA,OO,0,0.06563818536102939
2025-04-19,PHX,DEN,WN,0,0.20333333333333334
2025-04-23,SFB,FNT,G4,0,0.6
2025-04-13,MIA,BNA,AA,1,0.27666666666666667
2025-04-28,DFW,ORD,UA,0,0.35939831907549147
2025-04-02,PHX,BOI,OO,0,0.03
2025-04-08,SLC,JAC,DL,0,0.3233333333333333
2025-04-21,RSW,DEN,UA,0,0.05231397078454556
2025-04-04,DFW,PNS,MQ,1,0.30666666666666664
2025-04-13,MRY,PHX,OO,0,0.12333333333333334
2025-04-14,BNA,PHX,WN,0,0.2490676335360757
2025-04-18,PHL,FLL,AA,1,0.44
2025-04-28,CLT,PDX,AA,0,0.06333333333333334
2025-04-10,ATL,DAL,WN,1,0.07666666666666666
2025-04-22,IAD,SDF,YX,0,0.06606498574215819
2025-04-14,ATL,SYR,DL,0,0.02666666666666667
2025-04-18,DEN,TPA,UA,1,0.16333333333333333
2025-04-29,MIA,BOS,AA,0,0.12666666666666668
2025-04-10,LIH,SAN,AS,1,0.3056473041178789
2025-04-12,LAS,HOU,WN,1,0.14939831907549153
2025-04-21,CLT,BNA,OH,0,0.08432105031345914
2025-04-17,JFK,MIA,DL,1,0.49802098493879765
2025-04-30,BUR,LAS,WN,0,0.03333333333333333
2025-04-09,MCO,DTW,DL,0,0.12273165240882487
2025-04-22,MEM,DFW,AA,0,0.12333333333333334
2025-04-22,PHX,TUS,MQ,0,0.4462646978367571
2025-04-15,PHX,OAK,WN,0,0.3
2025-04-11,SFO,SAT,OO,0,0.05
2025-04-08,LAX,MCO,UA,0,0.12490462273600135
2025-04-16,CLE,STL,WN,0,0.03333333333333333
2025-04-15,DFW,ECP,AA,0,0.2260649857421582
2025-04-27,ORD,DCA,UA,0,0.11214962708381312
2025-04-24,DTW,IAD,OO,0,0.15898063745121221
2025-04-17,DFW,MCI,OO,0,0.11
2025-04-26,IND,ECP,WN,0,0.31666666666666665
2025-04-06,PHL,MCO,AA,0,0.1948616238931412
2025-04-28,AUS,ABQ,WN,0,0.043333333333333335
2025-04-28,MCO,LAX,DL,0,0.16879663815098303
2025-04-01,SLC,SEA,F9,1,0.10939831907549154
2025-04-21,MHK,ORD,MQ,0,0.03333333333333333
2025-04-18,XNA,DEN,OO,1,0.2450456231933704
2025-04-14,ICT,ORD,OO,1,0.1
2025-04-07,MCO,HOU,WN,1,0.33666666666666667
2025-04-14,DRO,PHX,OO,0,0.18413705101322997
2025-04-03,JFK,RDU,B6,0,0.30333333333333334
2025-04-09,LAS,PDX,NK,0,0.19666666666666666
2025-04-06,LAS,DEN,F9,0,0.458152827667818
2025-04-18,ORD,DEN,UA,1,0.09666666666666666
2025-04-03,IAD,CVG,YX,0,0.02
2025-04-15,DCA,IND,YX,0,0.07
2025-04-02,ATL,ECP,DL,0,0.08
2025-04-22,FWA,CLT,OH,0,0.33864995191179637
2025-04-05,MYR,CLT,AA,0,0.4954633048176497
2025-04-21,ATL,JAX,DL,0,0.016666666666666666
2025-04-03,FLL,LGA,B6,0,0.023333333333333334
2025-04-02,ATL,SLC,DL,1,0.07
2025-04-06,BOS,LAS,B6,0,0.4504730321404808
2025-04-18,LAX,SAN,OO,0,0.24333333333333335
2025-04-28,AUS,IAD,UA,0,0.01
2025-04-07,IAH,MSY,UA,0,0.31977200345776746
2025-04-08,RSW,MSP,DL,0,0.08231397078454555
2025-04-23,IAH,SFO,UA,0,0.78
2025-04-28,MSY,DAL,WN,0,0.09
2025-04-25,EYW,MIA,MQ,0,0.28633598112725084
2025-04-17,PHX,MDW,F9,0,0.2812946082357578
2025-04-26,IAH,BNA,UA,0,0.13939831907549152
2025-04-10,RDU,BNA,WN,0,0.18273165240882483
2025-04-01,DEN,LBF,OO,0,0.006666666666666667
2025-04-11,DAL,PHX,WN,0,0.08
2025-04-12,HNL,KOA,HA,0,0.1315151279144607
2025-04-22,DEN,PDX,UA,1,0.17333333333333334
2025-04-19,BHM,PHX,WN,0,0.3233333333333333
2025-04-22,STT,MCO,NK,0,0.26917219021660577
2025-04-21,LGA,SRQ,AA,0,0.28
2025-04-30,JFK,MCO,B6,1,0.20333333333333334
2025-04-24,SLC,SAT,DL,0,0.5733333333333334
2025-04-19,PHL,PHX,AA,1,0.02666666666666667
2025-04-17,STL,ATL,WN,0,0.34546330481764975
2025-04-28,DCA,CMH,YX,0,0.03333333333333333
2025-04-01,ITO,HNL,HA,0,0.03666666666666667
2025-04-28,MCI,AUS,WN,0,0.12273165240882487
2025-04-18,LAS,MSY,NK,0,0.36643867012443415
2025-04-18,AUS,LAS,WN,0,0.1260649857421582
2025-04-27,DEN,LGA,UA,1,0.2733333333333333
2025-04-14,SAN,OAK,WN,0,0.10666666666666667
2025-04-11,BNA,LGA,WN,1,0.06333333333333334
2025-04-09,SAT,PHX,WN,0,0.01
2025-04-10,BUF,LGA,YX,0,0.023333333333333334
2025-04-03,ATL,SDF,DL,1,0.04573430020274235
2025-04-09,PHX,CLT,AA,0,0.016666666666666666
2025-04-21,SFO,SAT,OO,0,0.04666666666666667
2025-04-26,SJU,MDW,WN,0,0.043333333333333335
2025-04-30,EWR,MYR,NK,1,0.08333333333333333
2025-04-04,HOU,OAK,WN,0,0.06
2025-04-11,PDX,DEN,UA,0,0.13666666666666666
2025-04-29,ANC,BET,AS,0,0.013333333333333334
2025-04-03,PDX,LAS,AS,0,0.05333333333333334
2025-04-19,BUR,DFW,AA,0,0.05
2025-04-14,BUR,LAS,NK,0,0.17898063745121223
2025-04-12,SEA,TUS,DL,0,0.13666666666666666
2025-04-23,DEN,SNA,F9,0,0.08
2025-04-21,LAS,SAN,WN,0,0.22966931446058414
2025-04-29,MIA,LAX,AA,0,0.06240096686940902
2025-04-03,SJU,DEN,UA,0,0.23837895652670374
2025-04-26,EWR,MIA,AA,0,0.22666666666666666
2025-04-07,ORD,IAH,AA,0,0.36333333333333334
2025-04-18,JFK,PBI,B6,0,0.07623986628553787
2025-04-19,CLE,LGA,YX,0,0.08666666666666667
2025-04-10,EWR,PIT,YX,0,0.11897488062258733
2025-04-21,MCO,ALB,B6,0,0.17939831907549153
2025-04-25,CMH,DTW,YX,0,0.15939831907549154
2025-04-28,BUF,DEN,WN,0,0.05273165240882485
2025-04-16,SAN,HNL,AS,0,0.24273165240882486
2025-04-14,ORD,SAV,YX,0,0.1830026477939175
2025-04-07,BOS,MIA,B6,0,0.1260649857421582
2025-04-06,ORD,RNO,UA,0,0.016666666666666666
2025-04-26,ATL,DEN,DL,0,0.24606498574215815
2025-04-19,MIA,JFK,AA,0,0.44333333333333336
2025-04-16,MDW,SLC,WN,0,0.03666666666666667
2025-04-06,LIT,DEN,OO,0,0.13333333333333333
2025-04-08,SNA,DFW,AA,0,0.03
2025-04-02,ASE,DFW,OO,0,0.15250365586659234
2025-04-19,IAD,BNA,YX,1,0.07666666666666666
2025-04-11,ATL,DTW,DL,0,0.24513261927823388
2025-04-18,IND,DTW,YX,0,0.03333333333333333
2025-04-27,JLN,ORD,OO,0,0.023333333333333334
2025-04-15,CLT,AUS,AA,0,0.26273165240882485
2025-04-13,DFW,MSP,AA,0,0.16
2025-04-23,SFO,BOS,UA,0,0.08
2025-04-08,ATL,SYR,DL,0,0.045647304117878894
2025-04-21,MCO,MSY,WN,1,0.12
2025-04-06,DEN,MCO,WN,1,0.47333333333333333
2025-04-01,SFO,SBA,OO,0,0.05
2025-04-21,DTW,ATL,DL,0,0.23333333333333334
2025-04-13,ATL,MSP,DL,1,0.17273165240882488
2025-04-26,PHX,XNA,MQ,0,0.05333333333333334
2025-04-10,CLE,CLT,AA,0,0.013333333333333334
2025-04-23,TPA,DCA,AA,1,0.20666666666666667
2025-04-01,DFW,SJC,NK,0,0.24583885688327242
2025-04-24,DEN,DTW,UA,1,0.45666666666666667
2025-04-10,ATL,MCO,WN,0,0.14333333333333334
2025-04-07,OGG,HNL,HA,0,0.08207028132999318
2025-04-11,HNL,OGG,WN,0,0.02666666666666667
2025-04-04,EWR,SFO,UA,0,0.47
2025-04-30,HOU,DAL,WN,0,0.11235180628149491
2025-04-09,CVG,MCO,F9,0,0.21333333333333335
2025-04-20,DEN,OGG,UA,0,0.12
2025-04-03,BOI,SEA,OO,0,0.16939831907549152
2025-04-30,PHL,IAH,OH,0,0.06333333333333334
2025-04-28,JFK,MCO,B6,1,0.12
2025-04-25,MCO,SDF,WN,0,0.4127316524088248
2025-04-21,PDX,IDA,G4,0,0.15606498574215819
2025-04-09,MDW,BUR,WN,0,0.02
2025-04-18,DEN,BIS,OO,1,0.21
2025-04-27,PHL,DTW,DL,0,0.08898063745121222
2025-04-06,HNL,SFO,UA,0,0.056666666666666664
2025-04-24,DFW,LAX,AA,1,0.2650456231933704
2025-04-29,SAN,SMF,WN,0,0.16333333333333333
2025-04-17,GRR,PGD,G4,0,0.013333333333333334
2025-04-08,ATL,HSV,DL,1,0.12
2025-04-29,LIH,HNL,WN,0,0.10872475707366007
2025-04-29,SMF,KOA,WN,0,0.12666666666666668
2025-04-16,ATL,EWR,F9,0,0.43666666666666665
2025-04-19,ORD,LGA,UA,0,0.07333333333333333
2025-04-03,HNL,OGG,HA,0,0.04
2025-04-29,HOU,DAL,WN,1,0.10666666666666667
2025-04-04,ORD,CMH,YX,1,0.1
2025-04-13,DAL,FLL,WN,0,0.5114842933178045
2025-04-14,DFW,MAF,MQ,0,0.11
2025-04-29,FSD,ATL,DL,0,0.02
2025-04-07,RDU,LGA,YX,0,0.20333333333333334
2025-04-28,SEA,DFW,AS,1,0.23666666666666666
2025-04-22,ORD,MSN,YX,0,0.14333333333333334
2025-04-13,MIA,ATL,DL,0,0.30333333333333334
2025-04-17,TVC,ORD,MQ,0,0.08898063745121222
2025-04-07,DFW,PHX,AA,0,0.16333333333333333
2025-04-16,BOS,ATL,DL,0,0.14231397078454555
2025-04-28,CLT,ORD,UA,0,0.2866666666666667
2025-04-13,SNA,SFO,UA,0,0.38333333333333336
2025-04-21,ORD,LAX,AA,0,0.27
2025-04-22,BOS,LAX,B6,0,0.17666666666666667
2025-04-15,GEG,LAX,OO,0,0.5063359811272509
2025-04-14,DCA,AVL,YX,0,0.03333333333333333
2025-04-13,LAX,PDX,AS,0,0.06333333333333334
2025-04-28,RDU,LAS,DL,0,0.17666666666666667
2025-04-01,LAX,SAN,OO,0,0.13
2025-04-27,DEN,OKC,WN,0,0.16
2025-04-21,CLT,DFW,AA,0,0.18666666666666668
2025-04-01,ORD,CVG,UA,0,0.17
2025-04-30,ATL,LGA,F9,0,0.3338001317856969
2025-04-27,IAH,ORD,UA,0,0.46711247233007414
2025-04-12,LGA,FLL,B6,0,0.33
2025-04-25,DEN,STL,WN,1,0.44
2025-04-18,JFK,SFO,B6,0,0.15966931446058416
2025-04-20,LGA,MIA,AA,0,0.08666666666666667
2025-04-22,BWI,BUF,WN,0,0.16
2025-04-22,DEN,CMH,WN,0,0.28152829055980794
2025-04-19,PSP,DFW,AA,1,0.18
2025-04-17,PHX,MDW,WN,0,0.29333333333333333
2025-04-01,PHX,JFK,AA,0,0.09
2025-04-13,AUS,MDW,WN,0,0.28179928594490056
2025-04-27,PHL,RDU,AA,1,0.13666666666666666
2025-04-11,LIH,HNL,HA,0,0.07
2025-04-14,SFO,HNL,HA,0,0.1793983190754915
2025-04-29,PHX,DAL,WN,0,0.03
2025-04-06,MFE,DFW,AA,0,0.35333333333333333
2025-04-29,CLT,MCO,AA,0,0.11333333333333333
2025-04-14,ORD,LGA,NK,0,0.06
2025-04-07,LAS,PHX,WN,0,0.47333333333333333
2025-04-06,ATL,SMF,DL,0,0.05
2025-04-28,LAX,DTW,DL,0,0.12633598112725083
2025-04-04,MKE,MSP,DL,0,0.06804827098728791
2025-04-29,SMF,LAS,WN,0,0.07666666666666666
2025-04-30,DTW,ATL,F9,0,0.3127316524088249
2025-04-08,LAS,OAK,WN,0,0.06666666666666667
2025-04-10,DAL,MSY,WN,0,0.06
2025-04-21,HGR,SFB,G4,1,0.2
2025-04-19,DAL,LBB,WN,1,0.12
2025-04-13,AUS,SLC,WN,0,0.19517748580444075
2025-04-01,DAL,ABQ,WN,0,0.3
2025-04-02,BOS,SDF,YX,0,0.0
2025-04-18,MCI,BNA,WN,0,0.02
2025-04-15,FLL,RDU,B6,0,0.3663359811272508
2025-04-05,SAN,SLC,WN,0,0.23666666666666666
2025-04-30,CHS,EWR,UA,1,0.3
2025-04-17,BUR,PHX,OO,0,0.12
2025-04-09,AMA,DFW,MQ,1,0.7293983190754915
2025-04-10,LAX,LAS,F9,1,0.22333333333333333
2025-04-11,SGF,PGD,G4,0,0.78
2025-04-23,EWR,MKE,YX,0,0.023333333333333334
2025-04-19,FLL,MDW,WN,0,0.01
